,Species,Temp,Medium,unique_id,PopBio_units,model,a,b,c,d,y_0,y_max,mu_max,lam,residuals,fit_success,r_square,aic,bic,best
310,Aerobic Psychotropic.,4,Salted Chicken Breast,Aerobic Psychotropic. 4 Salted Chicken Breast,CFU,cubic,-1.447433517849456,0.012981655705405486,3.078960820594934e-06,-2.4580024702640333e-08,0.0,0.0,0.0,0.0,"[-0.021575578424003983, 0.0612805769105047, -0.029393446104653442, -0.06578191930389554, 0.08176329853246367, -0.0262930551331384]",1,0.9997678450756958,-8.245621291739006,-28.105845813282855,0
311,Aerobic Psychotropic.,4,Salted Chicken Breast,Aerobic Psychotropic. 4 Salted Chicken Breast,CFU,logistic,0.0,0.0,0.0,0.0,-26.42081822008,97.09447252896861,3.580111570992324,0.0,"[1.4820367175315339, 0.691393204046499, -0.12084854679525114, -0.6504994860851412, -0.7108583651188412, -0.6912235423063311]",1,0.9433694146785538,22.73577612207433,3.0837921313024244,0
312,Aerobic Psychotropic.,4,Salted Chicken Breast,Aerobic Psychotropic. 4 Salted Chicken Breast,CFU,gompertz,0.0,0.0,0.0,0.0,0.4372836533903478,2.744443027442132,0.031846918311879024,164.90013304360485,"[0.0034094104094462008, -0.017187643905615557, 0.055564772173395394, -0.07996582984255118, -0.010692316065038732, 0.048871605965435716]",1,0.9998300278517808,-10.1162433098526,-29.976467831396448,0
313,Aerobic Psychotropic.,4,Salted Chicken Breast,Aerobic Psychotropic. 4 Salted Chicken Breast,CFU,buchanan,0.0,0.0,0.0,0.0,0.3716879190756869,2.67138829198968,0.02421257125408527,137.3490680999929,"[-0.002631164573250855, 0.005242905314532864, -0.0026119671645208342, 0.033694299153039786, -0.026664579880660177, -0.007029757068150122]",-2,0.9999732155342935,-21.203118357739044,-41.06334287928289,1
314,Aerobic Psychotropic.,4,Salted Chicken Breast,Aerobic Psychotropic. 4 Salted Chicken Breast,CFU,baranyi,0.0,0.0,0.0,0.0,0.12064137377327676,2.7078330516618028,0.029899023081899623,137.18023704605963,"[0.001516393982780695, -0.011667037083433307, 0.02534910407133184, -0.03967462934362276, -0.0034816415681593327, 0.027957808195815392]",1,0.999956457557617,-18.28763395126243,-38.14785847280628,0
315,Aerobic Psychotropic.,7,Cooked Chicken Breast,Aerobic Psychotropic. 7 Cooked Chicken Breast,CFU,linear,0.0,0.0,0.0,0.0,-0.4290667781522458,0.0,0.01164036580944594,0.0,"[-0.38419919070677616, -0.15617136897744385, 0.4423052771711982, 0.579687420159414, 0.21366872848490026, 0.11056843588942367, 0.05946445118091592, -0.5525932425228057, -0.536447251422647, -0.2908919623161328, -0.13296818118113052, 0.13063605511878373, 0.5169408600259011]",1,0.9993637231469347,16.784475878995245,-20.978027269403174,0
316,Aerobic Psychotropic.,7,Cooked Chicken Breast,Aerobic Psychotropic. 7 Cooked Chicken Breast,CFU,quadratic,-0.4821208543475949,0.012603555625347769,-2.7641505113082695e-06,0.0,0.0,0.0,0.0,0.0,"[-0.43162844947399753, -0.18716931796270192, 0.4462762875733728, 0.5961552478105132, 0.23897612545201385, 0.14084708674681257, 0.08995228653159004, -0.5261789109246577, -0.5169876044935817, -0.28342745290734506, -0.13947295888788291, 0.10503332466446214, 0.46762436486469294]",1,0.999367459593024,18.7079101809986,-18.489643609938284,0
317,Aerobic Psychotropic.,7,Cooked Chicken Breast,Aerobic Psychotropic. 7 Cooked Chicken Breast,CFU,cubic,0.1453393443246993,-0.014116019053784519,0.00019524623694010536,-3.7914643521542307e-07,0.0,0.0,0.0,0.0,"[0.04399832080671187, -0.10356171996299113, 0.02157882829594911, 0.156126639211014, -0.09683243361726712, 0.0077957010284237516, 0.1561613996062312, -0.26258615919082295, -0.1427337512337714, 0.11069119658738291, 0.14130197998870786, 0.08031886084235262, -0.11225896414062886]",1,0.9999227188527573,-6.6219127035337095,-43.25451713700905,0
318,Aerobic Psychotropic.,7,Cooked Chicken Breast,Aerobic Psychotropic. 7 Cooked Chicken Breast,CFU,logistic,0.0,0.0,0.0,0.0,0.24700660776686156,2102.9514965627254,0.03086485066153677,0.0,"[-0.5519536460419182, -0.290984660588825, 0.3969888135114591, 0.5804124706248927, 0.26106439707134343, 0.20728347921809687, 0.19346305198675418, -0.38919292471417766, -0.3675425473200433, -0.15626857125316285, -0.08197120339885933, 0.021350862025323103, 0.17735019955400144]",1,0.9994960440942192,15.753590924871602,-21.443962866065277,0
319,Aerobic Psychotropic.,7,Cooked Chicken Breast,Aerobic Psychotropic. 7 Cooked Chicken Breast,CFU,gompertz,0.0,0.0,0.0,0.0,0.014860140228001981,3.253978003854272,0.055394080640857934,102.82267368801224,"[-0.009428531271830522, 0.0009243863375873358, 0.035301853691458523, 0.04050782210974649, -0.18747497351856723, 0.06450917327724648, 0.2869999737219586, -0.1705549455424542, -0.15131160480427486, -0.01606641397581221, -0.02447406160843979, 0.007785260199268507, 0.123282318196265]",1,0.9999297086383,-7.85432728261198,-44.48693171608732,0
320,Aerobic Psychotropic.,7,Cooked Chicken Breast,Aerobic Psychotropic. 7 Cooked Chicken Breast,CFU,buchanan,0.0,0.0,0.0,0.0,0.01566652314224016,3.0605918075649674,0.04579803753365219,92.4930769828558,"[-0.008622162923510143, 0.0017246295547804595, 0.0068977185342326795, 0.02691319617619109, -0.1135009101599539, 0.03394167864863262, 0.19672707973135806, -0.17963471813299225, 0.03555367319372493, 0.09991596457705754, -0.0246545824738722, -0.07136856531679259, -0.0038928167863923058]",-2,0.9999625057382154,-16.02432043093001,-52.656924864405354,1
321,Aerobic Psychotropic.,7,Cooked Chicken Breast,Aerobic Psychotropic. 7 Cooked Chicken Breast,CFU,baranyi,0.0,0.0,0.0,0.0,-0.014225558384062018,3.1003533713526026,0.054439873438460795,103.84624843221835,"[-0.03793370043816724, -0.023891301607928874, 0.060256429525467683, 0.08582917732432616, -0.17848655080515596, 0.0013937593667350257, 0.2254626368883328, -0.13832711266900288, -0.05080331754911338, 0.06468224896963681, -0.0062057080212114535, -0.03669459405718278, 0.03471819211012406]",1,0.9999547120860406,-13.56924059998466,-50.20184503346,0
322,Aerobic Psychotropic.,7,Raw Chicken Breast,Aerobic Psychotropic. 7 Raw Chicken Breast,CFU,linear,0.0,0.0,0.0,0.0,-0.16863545145740705,0.0,0.011599340784095746,0.0,"[0.5738170440011489, 0.342106103654916, 0.10982653337955095, -0.05177445629208499, -0.24157969299682014, -0.2781464766499808, -0.4007945767998944, -0.16028911076558616, -0.5000864272350602, 0.2796339646447312, 0.6154718590815684, -0.16941978006720093, -0.11876495427252833]",1,0.9994353007818157,15.101968063960708,-22.66053508443771,0
323,Aerobic Psychotropic.,7,Raw Chicken Breast,Aerobic Psychotropic. 7 Raw Chicken Breast,CFU,quadratic,-0.31657130576805387,0.014721454943565944,-1.0000561935239918e-05,0.0,0.0,0.0,0.0,0.0,"[0.5993846406716316, 0.4018679336819917, 0.19246609699579942, 0.043064317106754846, -0.14802299539610275, -0.19727818758626636, -0.34154741969460733, -0.13958581425044247, -0.522001766411726, 0.1978794827638497, 0.4569962370953, -0.31433388207101476, -0.22888856084234144]",1,0.9994738633383722,16.182448941033044,-21.015104849903835,0
324,Aerobic Psychotropic.,7,Raw Chicken Breast,Aerobic Psychotropic. 7 Raw Chicken Breast,CFU,cubic,0.06514776916072569,-0.008376589411119798,0.00018664081529406082,-4.200994109251648e-07,0.0,0.0,0.0,0.0,"[0.18020957940592575, 0.007100066965792129, -0.09245310831921305, -0.05883698808828686, -0.06758646500538479, 0.04069388779459793, -0.0066192143011960525, 0.21335804917446577, -0.2668170196304671, 0.18304254045959212, -0.06901801467889301, 0.04514487598378697, -0.10821812129826286]",-2,0.9999191320115333,-6.163209263877821,-42.79581369735316,1
325,Aerobic Psychotropic.,7,Raw Chicken Breast,Aerobic Psychotropic. 7 Raw Chicken Breast,CFU,logistic,0.0,0.0,0.0,0.0,0.423701743302206,1529.4811944459868,0.032015672697166986,0.0,"[0.5351283283455452, 0.35685660571875166, 0.1764490429647807, 0.06899142403026426, -0.07961146289168175, -0.09094806688708035, -0.21444678660239358, -0.02431054067520888, -0.460316218841641, 0.14899241969165722, 0.24874339768394016, -0.37149011952760075, -0.29403831846112966]",1,0.9996201373706519,11.947681958800768,-25.249871832136115,0
326,Aerobic Psychotropic.,7,Raw Chicken Breast,Aerobic Psychotropic. 7 Raw Chicken Breast,CFU,gompertz,0.0,0.0,0.0,0.0,0.03781907606237523,3.14114519663889,0.05318541339210259,76.60303961297807,"[0.10150119379061544, -0.06931594071452696, -0.0739945877548358, 0.05891345617884536, 0.055578815337046894, 0.08861895070134196, -0.06204369218507333, 0.05474509933688276, -0.4416476813370722, 0.12152616507890501, 0.19889061487397353, 0.025784185447081772, -0.05855715695461688]",1,0.9998912169975679,-2.3082277251854606,-38.940832158660804,0
327,Aerobic Psychotropic.,7,Raw Chicken Breast,Aerobic Psychotropic. 7 Raw Chicken Breast,CFU,buchanan,0.0,0.0,0.0,0.0,0.05428737765691058,2.9976928674465353,0.04201170786433561,65.55798414949128,"[0.08131869569943652, 0.0076948882265611696, -0.06649754917544781, -0.050653797866782035, -0.07914563368033711, 0.04237471553985728, 0.06490867619200813, 0.19066523141608505, -0.40251574295838477, 0.09003650329573576, 0.12181400824656485, 0.042241553140227484, -0.04224157194776902]",1,0.9999076076687424,-4.431272212594603,-41.06387664606995,0
328,Aerobic Psychotropic.,7,Raw Chicken Breast,Aerobic Psychotropic. 7 Raw Chicken Breast,CFU,baranyi,0.0,0.0,0.0,0.0,0.009231679553621095,3.025294873866505,0.05012366500241994,75.61485403614863,"[0.17376345267761673, -0.019523828460908943, -0.09902510075706017, -0.031623798160154815, -0.015475495468823208, 0.09564660252917001, 0.0058608297704401124, 0.12527966404682678, -0.4082941665097648, 0.10772067735912527, 0.1467280806995599, -0.0023255829309182, -0.07873101352421417]",1,0.9998996066323604,-3.35159406039455,-39.98419849386989,0
329,Aerobic Psychotropic.,7,Salted Chicken Breast,Aerobic Psychotropic. 7 Salted Chicken Breast,CFU,linear,0.0,0.0,0.0,0.0,-0.12894474858677782,0.0,0.010040802552092165,0.0,"[-0.16041337224386606, -0.16147561195157858, -0.028454114813074027, 0.3633503060107472, 0.3023296405509761, 0.012683061581773014, 0.04941878149051293, -0.04315043715613465, -0.1254416528341762, -0.2644207588415082, -0.08734910295163623, -0.21603572341633237, 0.148064997982567, 0.21089398949494598]",1,0.9997654616116675,-1.293341219306523,-41.745505489806845,0
330,Aerobic Psychotropic.,7,Salted Chicken Breast,Aerobic Psychotropic. 7 Salted Chicken Breast,CFU,quadratic,-0.13286900037879193,0.01012211443727489,-2.477495197696382e-07,0.0,0.0,0.0,0.0,0.0,"[-0.1635791633379884, -0.1641010239715076, -0.030307128921733262, 0.3641208913166583, 0.3040662738320026, 0.015076346602931778, 0.052143742114652225, -0.0404665341430277, -0.12313202830313075, -0.2627405747428395, -0.08672189499662641, -0.21665622686752695, 0.1457850484924892, 0.20651232565290778]",1,0.999765499014543,0.7044259606443486,-39.10868098024071,0
331,Aerobic Psychotropic.,7,Salted Chicken Breast,Aerobic Psychotropic. 7 Salted Chicken Breast,CFU,cubic,0.17819926970692537,-0.0038276662658784403,0.00010672851871951462,-2.1154689801006596e-07,0.0,0.0,0.0,0.0,"[0.02313380521926514, -0.058592377323064715, -0.029193651203136578, 0.1417858256310136, 0.07862379294664545, -0.15548420599936708, -0.018345661686414827, -0.007613994963710402, 0.005062998338767777, -0.0754189779839507, 0.11434096498948287, -0.07113809438501617, 0.13929078916253657, -0.08645117505158462]",1,0.9999487439067314,-18.58432804692385,-57.75837765819365,0
332,Aerobic Psychotropic.,7,Salted Chicken Breast,Aerobic Psychotropic. 7 Salted Chicken Breast,CFU,logistic,0.0,0.0,0.0,0.0,0.64338392777423,2106.7172777539054,0.024822771351961093,0.0,"[-0.2159273226107158, -0.2116767368482042, -0.07058605868231367, 0.3553523584642964, 0.3124100894029015, 0.04059660716097313, 0.09517939575984946, 0.01615925353804637, -0.05702333885386457, -0.19500460787028073, -0.03130173244023249, -0.1928874950548427, 0.10383173908519261, 0.05087780197326275]",1,0.9997957009015096,-1.2258198549592692,-41.03892679584433,0
333,Aerobic Psychotropic.,7,Salted Chicken Breast,Aerobic Psychotropic. 7 Salted Chicken Breast,CFU,gompertz,0.0,0.0,0.0,0.0,0.14319851788089383,3.2189172305460994,0.03568495084332901,73.52806578115937,"[0.01976117233044833, -0.0500425523656656, -0.016701630465403378, 0.09721494586305984, 0.03475876928557842, -0.16125544644588374, 0.02532359405518192, 0.056380390220788223, 0.05372206948223246, -0.06550533546000459, 0.07300625882125855, -0.13927642682680164, 0.09275316530793187, -0.020138985111055607]",-2,0.9999592599779329,-21.799057768510213,-60.97310737978002,1
334,Aerobic Psychotropic.,7,Salted Chicken Breast,Aerobic Psychotropic. 7 Salted Chicken Breast,CFU,buchanan,0.0,0.0,0.0,0.0,0.16950657921335305,2.9058753098495265,0.029963610544585517,62.85567993012065,"[0.04155454330837505, -0.03208467925630895, -0.00946986646393197, 0.06610595476302678, 0.08073507507636823, -0.13143683293660025, -0.010631970614431996, -0.027302555508451842, -0.03224352422001786, -0.1010889746668604, 0.15586288264790849, 0.00038384562460658245, 0.10486072680349645, -0.10524457242810348]",1,0.9999568884994297,-21.0069539575867,-60.1810035688565,0
335,Aerobic Psychotropic.,7,Salted Chicken Breast,Aerobic Psychotropic. 7 Salted Chicken Breast,CFU,baranyi,0.0,0.0,0.0,0.0,0.11816936274924554,2.968526900569644,0.03600972449249684,75.85487460867357,"[0.0017387506295156174, -0.06049599578314238, -0.014655200644295846, 0.1371226491539403, 0.06540896352841297, -0.16173776965629894, -0.011478150535563225, 0.009988027860476478, 0.030948229963572604, -0.04940573387903946, 0.1212075563826498, -0.09611782204473807, 0.09765594489500184, -0.07017944049597435]",1,0.9999541680279914,-20.150264133777423,-59.32431374504722,0
336,Arthrobacter aurescens,0,TGE agar,Arthrobacter aurescens 0 TGE agar,CFU,linear,0.0,0.0,0.0,0.0,-0.01974537399700166,0.0,0.003408929694495466,0.0,"[-0.37768052833325383, -0.2878743702570319, -0.14435128120460683, -0.09854172435453057, 0.018393572983255835, 0.20150188004890512, 0.30479929857217614, 0.4152059811544989, 0.4585181694433604, 0.3689019764437353, 0.1316826420329697, 0.048467815168441286, -0.03173512167222575, -0.12135131467184906, -0.2056959669067887, -0.3005837006710953, -0.379656812141351]",1,0.9989300853267842,9.471628710848211,-39.105854729998235,0
337,Arthrobacter aurescens,0,TGE agar,Arthrobacter aurescens 0 TGE agar,CFU,quadratic,0.5013148200992623,-0.0020327984625640914,9.290901742297727e-06,0.0,0.0,0.0,0.0,0.0,"[0.19678994189367627, -0.2403674294431437, 0.0006941841194878506, -0.1311048611133654, -0.07489949452611921, -0.05604874712761965, 0.033170253813497697, 0.13957988148508227, 0.188020493483609, 0.11644167080077888, -0.011044611739631227, -0.03768592509252949, -0.04652385701056677, -0.047850665190709185, -0.037368539158667946, -0.011978983275327537, 0.02017668621595381]",1,0.9998248321213147,-19.29139038810906,-67.0356604848993,0
338,Arthrobacter aurescens,0,TGE agar,Arthrobacter aurescens 0 TGE agar,CFU,cubic,0.6602571816199954,-0.005051551889913108,2.1674280151392867e-05,-1.3624446030234547e-08,0.0,0.0,0.0,0.0,"[0.072685021492088, -0.1837149041889301, 0.03794666184394124, -0.06532424964745709, -0.007400384397172388, -0.029425703929715996, 0.043314380907814476, 0.1316407338153449, 0.1658400039582561, 0.0774303927979601, -0.07425943903970561, -0.09891306882154993, -0.09818988005860202, -0.07958525862254923, -0.03984277893368915, 0.03220923728241981, 0.11558923701490315]",1,0.9998723791261526,-22.674965266138482,-69.5860220188725,0
339,Arthrobacter aurescens,0,TGE agar,Arthrobacter aurescens 0 TGE agar,CFU,logistic,0.0,0.0,0.0,0.0,0.9555524264257905,185459500.51278043,0.007849351479368938,0.0,"[-0.3776806698501871, -0.28787440801106157, -0.14435133212085227, -0.09854175349707872, 0.018393548893386402, 0.20150185881962213, 0.3047992747191992, 0.415205953543087, 0.4585181381678613, 0.36890193969115687, 0.1316825879867733, 0.048467754697404164, -0.03173518926152685, -0.12135139007131723, -0.20569604984767523, -0.30058379227591364, -0.37965691108538724]",1,0.998930085139958,11.471631679351,-36.27263841743922,0
340,Arthrobacter aurescens,0,TGE agar,Arthrobacter aurescens 0 TGE agar,CFU,gompertz,0.0,0.0,0.0,0.0,0.4281433793466963,2.8155283256486503,0.016615989927569963,285.7872593189681,"[-0.03113887157588202, -0.10221474724437529, 0.10757229074617514, 0.0103979642254024, 0.05122788471984108, -0.09839676287763466, -0.041372334386745147, 0.0470617177856385, 0.09474181536702148, 0.03893992013376518, -0.00832651995233824, -0.014386764895604975, -0.01074929507971234, -0.010833248808411355, -0.010840709331638998, -0.010841161592922754, -0.010841170121258847]",1,0.9999555820428484,-40.61710726621723,-87.52816401895124,0
341,Arthrobacter aurescens,0,TGE agar,Arthrobacter aurescens 0 TGE agar,CFU,buchanan,0.0,0.0,0.0,0.0,0.4395022642628129,2.38747834873948,0.014501412506566558,266.8608641555461,"[0.0, -0.12437453482928174, 0.09509527617281943, -0.006521156644120785, 0.047869781440990744, -0.04600407389805328, -0.009718468859789997, 0.029208946005192193, 0.014444229273714748, 0.0005177146482078787, 0.0005177146482078787, -0.00362400074606406, 0.0005177146482078787, 0.0005177146482078787, 0.0005177146482078787, 0.0005177146482078787, 0.0005177146482078787]",-2,0.9999735917373208,-49.45654433787021,-96.36760109060423,1
342,Arthrobacter aurescens,0,TGE agar,Arthrobacter aurescens 0 TGE agar,CFU,baranyi,0.0,0.0,0.0,0.0,0.4162009639524641,2.5019989470258976,0.0206017150690605,315.7426391439805,"[-0.025157278166490382, -0.10040065967719558, 0.1262724806508555, -0.0038192953310993705, 0.02627492329504566, -0.110424493101139, -0.04018043629803936, 0.06115246789165896, 0.11600004878604347, 0.06312641900040455, -0.0011398695613609733, -0.013612607215808037, -0.014990207407651612, -0.018498672119412307, -0.020460561036513225, -0.02175330997482089, -0.02238894988693524]",1,0.9999434760121748,-36.519745450075035,-83.43080220280905,0
343,Arthrobacter aurescens,20,TGE agar,Arthrobacter aurescens 20 TGE agar,CFU,linear,0.0,0.0,0.0,0.0,1.244267088732738,0.0,0.006209780959639755,0.0,"[0.3384505563974227, 0.1695283504113223, -0.04500893219862734, -0.5877801024470966, -0.5906106250376717, -0.5471760552699296, 0.4339672157038358, 0.8286297132020923]",1,0.954887972483332,17.668375927282856,-6.875757520632235,0
344,Arthrobacter aurescens,20,TGE agar,Arthrobacter aurescens 20 TGE agar,CFU,quadratic,0.4146449465790563,0.03203515201728123,-0.00010446610856399135,0.0,0.0,0.0,0.0,0.0,"[-0.22880691001570197, 0.09366109061003458, 0.2580983116455693, 0.07944058031554802, -0.18358440876645332, -0.30775286014379155, 0.21106360476178743, 0.0778806019769479]",1,0.9929871990380275,4.777082258388031,-19.687609647847225,0
345,Arthrobacter aurescens,20,TGE agar,Arthrobacter aurescens 20 TGE agar,CFU,cubic,0.2027186475618108,0.046067256878419,-0.0002768124959206611,5.11193962357822e-07,0.0,0.0,0.0,0.0,"[0.0019934188980337275, -0.004515844735001107, -0.002343496910904186, 0.09408776911212424, -0.07110332435959421, -0.18403999152099337, 0.2582023793123057, -0.09228085830080002]",1,0.9972450217659032,-0.6975389079469885,-25.08278927250241,0
346,Arthrobacter aurescens,20,TGE agar,Arthrobacter aurescens 20 TGE agar,CFU,logistic,0.0,0.0,0.0,0.0,1.645272093804769,269.519142858176,0.08602050238203951,0.0,"[0.05555161062046521, 0.03067006440223885, -0.03983069619372026, -0.0011427686320355512, -0.014430988683323598, -0.12952269704814956, 0.20257701216706347, -0.1038715282177245]",1,0.9983329069654822,-6.716163950380274,-31.180855856615526,0
347,Arthrobacter aurescens,20,TGE agar,Arthrobacter aurescens 20 TGE agar,CFU,gompertz,0.0,0.0,0.0,0.0,0.4327962787196372,2.412754986505596,0.12701928303166232,16.467009138536064,"[0.03771677331223877, 0.012834394782726744, -0.05767017120477558, -0.012015339942490932, 0.042303203791926425, -0.025438204236567064, 0.003204196238390855, -0.0009348533331693942]",-2,0.999831885284168,-23.069684846614894,-47.454935211170316,1
348,Arthrobacter aurescens,20,TGE agar,Arthrobacter aurescens 20 TGE agar,CFU,buchanan,0.0,0.0,0.0,0.0,0.43484287685736533,2.413395976955865,0.07922001777610554,8.940230364876975,"[0.03835807324186513, 0.013477178175244742, -0.057018793515224875, 0.0051835420981150016, 0.12360213997288616, -0.18176785459092137, 0.05816571717829577, -6.795877638410275e-09]",1,0.9987314891598104,-6.902066078890833,-31.28731644344625,0
349,Arthrobacter aurescens,20,TGE agar,Arthrobacter aurescens 20 TGE agar,CFU,baranyi,0.0,0.0,0.0,0.0,0.4119953708929074,2.403355084268549,0.12854095839509005,17.914738569383534,"[0.028317180528440566, 0.003436284973075132, -0.0670596963553205, -0.007635491591698962, 0.07551529892403597, -0.0399396215731187, 0.009733771446316708, -0.002367728437180805]",1,0.9997140245720816,-18.819610350240776,-43.20486071479619,0
350,Arthrobacter aurescens,30,TGE agar,Arthrobacter aurescens 30 TGE agar,CFU,linear,0.0,0.0,0.0,0.0,0.8456507582258547,0.0,0.02566488476928619,0.0,"[0.3767850460692004, -0.09590948121857101, -0.49218063524824274, -0.2747370698031235, 0.48604214088739256]",1,0.9894531051681792,10.395293399242316,-6.57521610793621,0
351,Arthrobacter aurescens,30,TGE agar,Arthrobacter aurescens 30 TGE agar,CFU,quadratic,0.28121155880989673,0.06892809455718256,-0.00045882872266222373,0.0,0.0,0.0,0.0,0.0,"[-0.05983081274652369, 0.1283858216853324, -0.03705245890623088, -0.08252039423439927, 0.051017844201606155]",1,0.9995385919570794,-3.251226549250317,-20.612298143994742,0
352,Arthrobacter aurescens,30,TGE agar,Arthrobacter aurescens 30 TGE agar,CFU,cubic,0.1640835596049019,0.0899591505834217,-0.0010485930850179842,4.162996978665227e-06,0.0,0.0,0.0,0.0,"[-0.0057685463135657145, 0.021682578375898043, -0.03215002815159762, 0.02281977326464113, -0.006583774930434383]",1,0.9999685724837206,-14.684221315949287,-32.43585499825962,0
353,Arthrobacter aurescens,30,TGE agar,Arthrobacter aurescens 30 TGE agar,CFU,logistic,0.0,0.0,0.0,0.0,1.8778237049769055,561.7292521682888,0.1418369925971843,0.0,"[-0.061239079789489725, 0.015365592963763497, 0.07068599905423723, -0.049196528839449805, 0.024384008872648633]",1,0.9998205443344635,-7.972999491141264,-25.33407108588569,0
354,Arthrobacter aurescens,30,TGE agar,Arthrobacter aurescens 30 TGE agar,CFU,gompertz,0.0,0.0,0.0,0.0,0.14301125030155226,2.7991355711720454,0.15864870190478664,1.2583082376060872e-07,"[-0.022897729980353443, 0.018749762049599994, 0.010252275463761062, -0.008688304645898759, 0.0025832142507692946]",-2,0.9999840982710062,-18.090501209675914,-35.84213489198624,1
355,Arthrobacter aurescens,30,TGE agar,Arthrobacter aurescens 30 TGE agar,CFU,buchanan,0.0,0.0,0.0,0.0,0.45344606516447,2.768987214980255,0.11034114213194135,1.1134115101362463,"[-0.04146849932261487, 0.04146849932261487, 0.09473865630619427, -0.20405741605710204, 0.10931410853278739]",-1,0.9990127506911657,2.5519725653973477,-15.199661116912978,0
356,Arthrobacter aurescens,30,TGE agar,Arthrobacter aurescens 30 TGE agar,CFU,baranyi,0.0,0.0,0.0,0.0,0.2736790702669669,2.7495353533103897,0.141832963977379,1.3269161103224292e-08,"[-0.061230869562366674, 0.015372300330371402, 0.07067523707835965, -0.04921077554572029, 0.024402849267389948]",-1,0.9998205443272595,-5.972999290423106,-23.72463297273343,0
357,Arthrobacter aurescens,37,TGE agar,Arthrobacter aurescens 37 TGE agar,CFU,linear,0.0,0.0,0.0,0.0,0.31612570279376034,0.0,0.006897595131356571,0.0,"[0.15413756386979527, 0.005981470502114616, -0.11669554284081562, -0.16533763075280317, -0.010829331463213743, 0.19713267989157363, 0.037136916535364495, -0.10152607837335015]",1,0.9972217056710146,-5.206365788513594,-29.750499236428684,0
358,Arthrobacter aurescens,37,TGE agar,Arthrobacter aurescens 37 TGE agar,CFU,quadratic,0.26521330533031057,0.0088045011821612,-8.896634008244973e-06,0.0,0.0,0.0,0.0,0.0,"[0.0960457150698677, -0.0063975657785020346, -0.09895163181191391, -0.12502785167497255, 0.03974950141365374, 0.21553770750084794, 0.0256700537643762, -0.14662592731754465]",1,0.9974751904461457,-3.97173821260942,-28.43643011884468,0
359,Arthrobacter aurescens,37,TGE agar,Arthrobacter aurescens 37 TGE agar,CFU,cubic,0.4589377382534494,-0.005546421517726317,0.00015203065277687945,-4.670555430964272e-07,0.0,0.0,0.0,0.0,"[-0.030071010038173362, 0.059640793462189645, 0.011297793270179213, -0.06068316421972586, 0.0050941855534853975, 0.04321180709368244, -0.032730118802026475, 0.004239710844489208]",1,0.9997290927927103,-19.828894700041953,-44.214145064597375,0
360,Arthrobacter aurescens,37,TGE agar,Arthrobacter aurescens 37 TGE agar,CFU,logistic,0.0,0.0,0.0,0.0,1.8185826364990425,89.82909208754295,0.019707632377310658,0.0,"[0.06773373067048905, -0.0027396020567251878, -0.08080080807708634, -0.10395026574043165, 0.05401300853470192, 0.20486253595932408, 0.01421421366125708, -0.15333285355895648]",1,0.9978207475771197,-5.149208156307051,-29.61390006254231,0
361,Arthrobacter aurescens,37,TGE agar,Arthrobacter aurescens 37 TGE agar,CFU,gompertz,0.0,0.0,0.0,0.0,0.4389652968583697,1.667147742444248,0.04514944472281668,80.32214896385528,"[-0.007241822943420129, 0.008147832884752848, 0.0012538838462401447, -0.002884075076293291, 0.0007731905702113018, -1.050385943102139e-05, -1.9252756225218715e-05, -1.9252756235321744e-05]",-2,0.9999968869502469,-55.558282540116934,-79.94353290467237,1
362,Arthrobacter aurescens,37,TGE agar,Arthrobacter aurescens 37 TGE agar,CFU,buchanan,0.0,0.0,0.0,0.0,0.4389845492684231,1.6493620952740224,0.02255325052657975,45.091195761316115,"[-0.016586219198307717, 0.016586219237712196, 0.05284145911260518, -0.07196300673095601, 0.006382914627062419, 0.012738631457100302, -3.461819164662927e-10, -3.461819164662927e-10]",1,0.9997899891218031,-21.865830887289075,-46.2510812518445,0
363,Arthrobacter aurescens,37,TGE agar,Arthrobacter aurescens 37 TGE agar,CFU,baranyi,0.0,0.0,0.0,0.0,0.4277011996886958,1.6518242417674056,0.06125000176265871,87.80565994901346,"[-0.016465732760901686, 0.007471451178482802, 0.010554240579114804, 0.0011270437894428387, -0.00439159652921739, 0.018003099982660087, -0.005408160684277574, -0.010890345608604746]",1,0.9999775921335711,-39.767808913187906,-64.15305927774332,0
364,Arthrobacter aurescens,7,TGE agar,Arthrobacter aurescens 7 TGE agar,CFU,linear,0.0,0.0,0.0,0.0,1.2903691455095943,0.0,0.005642950909155342,0.0,"[0.36477538436789025, 0.25461645138871125, 0.006568152961528906, 0.13288198305172738, -0.1081701443987706, -0.37316253449052583, -0.4584404946867391, -0.4736549542027726, -0.39349341538733906, 0.1838270970115401, 0.8642524746024678]",1,0.9637137060695071,16.91115339528935,-15.509703789616708,0
365,Arthrobacter aurescens,7,TGE agar,Arthrobacter aurescens 7 TGE agar,CFU,quadratic,0.45884355493720147,0.019797865717733277,-3.966373437309729e-05,0.0,0.0,0.0,0.0,0.0,"[-0.16399067119588073, -0.009204906612972685, 0.11208851079801363, 0.06415433535553827, 0.1509632822904825, 0.0563614614338217, -0.0627460783491296, -0.16109051528651364, -0.21262163005122625, 0.1715651618931966, 0.05452107857162225]",1,0.9962989900754554,-6.2000245351536805,-38.22298644726137,0
